Code,Group,Sub group,Section,Object,Title,NRM
Zz_60_45,60,45,,,Levels,
Zz_60_45_20,60,45,20,,Datum,
Zz_60_45_60,60,45,60,,Original ground level,
Zz_60_45_70,60,45,70,,Regrade ground level,
Zz_60_50,60,50,,,Markers,
Zz_60_50_10,60,50,10,,Break marks,
Zz_60_50_20,60,50,20,,Callout marks,
Zz_60_50_30,60,50,30,,Elevation marks,
Zz_60_50_60,60,50,60,,Plan,
Zz_60_50_80,60,50,80,,Section marks,
Zz_60_50_85,60,50,85,,Span direction markers,
Zz_60_50_90,60,50,90,,Void and opening markers,
Zz_60_55,60,55,,,Match lines,
Zz_70,70,,,,Views,
Zz_70_05,70,05,,,3D views,
Zz_70_20,70,20,,,Details,
Zz_70_30,70,30,,,Elevations,
Zz_70_60,70,60,,,Plans,
Zz_70_80,70,80,,,Sections,
Zz_70_90,70,90,,,Visualizations,
Zz_80,80,,,,Presentation,
Zz_80_30,80,30,,,Entourage,
Zz_80_45,80,45,,,Lines,
Zz_80_45_10,80,45,10,,Fine,
Zz_80_45_20,80,45,20,,Thin,
Zz_80_45_30,80,45,30,,Light,
Zz_80_45_40,80,45,40,,Medium,
Zz_80_45_50,80,45,50,,Heavy,
Zz_80_45_60,80,45,60,,Wide,
Zz_80_45_70,80,45,70,,Extra-wide,
Zz_80_45_80,80,45,80,,XX wide,
Zz_80_45_90,80,45,90,,XXX wide,
Zz_80_60,80,60,,,People,
Zz_80_85,80,85,,,Trees and planting,
Zz_80_90,80,90,,,Vehicles,
Zz_85,85,,,,Generic 3D,
Zz_85_05,85,05,,,3D solids,
Zz_85_05_60,85,05,60,,Paths,
Zz_85_05_80,85,05,80,,Solids,
Zz_85_05_85,85,05,85,,Solid voids,
Zz_85_20,85,20,,,Concept,
Zz_85_20_20,85,20,20,,Concept massing,
Zz_85_20_50,85,20,50,,Mass group,
Zz_85_20_55,85,20,55,,Mass slice,
Zz_90,90,,,,Readme and plotting lines,
Zz_90_20,90,20,,,Construction lines,
Zz_90_30,90,30,,,External reference information,
Zz_90_70,90,70,,,Readme,
